Vételár;Vételár EUR;Évjárat;Állapot;Kivitel;Kilométeróra állása;Szállítható szem. száma;Ajtók száma;Saját tömeg;Teljes tömeg;Csomagtartó;Klíma fajtája;Üzemanyag;Hengerűrtartalom;Teljesítmény;Henger-elrendezés;Hajtás;Sebességváltó fajtája;Okmányok jellege;Műszaki vizsga érvényes;Nyári gumi méret;Leírás;Felszereltség;Cím;Helyiség;Kategória;Márka;Hirdetés feladása;Hirdetés leszedése;Évjárat év;Évjárat hónap;Teljesítmény(LE);Sebességváltó típus;Sebességváltó fokozat;Modellcsoport;Modell;Szín;Alvázszám;Finanszírozás;Kárpit színe (1);Kezdőrészlet;Futamidő;Kárpit színe (2);Egyéb költségek;Fizetendő magyarországi forgalomba helyezés esetén;Tető;Téli gumi méret;Hátsó nyári gumi méret;Hátsó téli gumi méret;Átvehető;Finanszírozás típusa CASCO-val;Futamidő CASCO nélkül;Garancia;Átrozsdásodási garancia;Futásidő;Finanszírozás típusa CASCO nélkül;Bérlési lehetőség;Havi részlet;Szavatossági garancia;Hirdetési idő(nap);Autó kora(nap);Műszaki még érvenyes(nap)
13185559;4899000.0;15175.0;2017.04.01;Normál;Várositerepjáró(crossover);8200.0;5.0;5.0;1395.0;1875.0;408liter;Manuálisklíma;Dízel;1461.0;80kW,109LE;Soros;Összkerék;Manuális(6fokozatú)sebességváltó;Érvényes magyar okmányokkal;2021.04.01;215/65R16;Frsz: PFA-934 2017-es modellév, Magyarországon újonnan üzembe helyezett, első tulajdonos, teljes dokumentáció, vezetett szervizkönyv, leinformálható, 2022.04. hónapig-, illetve 100.000 km.-ig érvényes DACIA Garancia + szolgáltatás, megkímélt-, újszerű állapot, teljes felszereltség! Tisztlet Érdeklődők! Kérjük hogy használt autóink megtekintése előtt, minden esetben telefonáljanak! Budakaklászi használt autó telephelyünk szombaton csak előzetes egyeztetés szerint tart nyitva. Megértésüket köszönjük. Jelen hirdetés nem minősül ajánlattételnek!;['fűthető ülés', 'ülésmagasság állítás', 'középső kartámasz', 'bőr-szövet huzat', 'ISOFIX rendszer', 'kikapcsolható légzsák', 'oldallégzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'sebességváltó zár', 'hátsó fejtámlák', 'állítható kormány', 'fedélzeti komputer', 'tolatóradar', 'tolatókamera', 'ABS (blokkolásgátló)', 'ASR (kipörgésgátló)', 'ESP (menetstabilizátor)', 'EBD/EBV (elektronikus fékerő-elosztó)', 'EDS (elektronikus differenciálzár)', 'guminyomás-ellenőrző rendszer', 'indításgátló (immobiliser)', 'centrálzár', 'riasztó', 'szervokormány', 'tempomat', 'részecskeszűrő', 'pótkerék', 'ködlámpa', 'fényszóró magasságállítás', 'elektromos ablak elöl', 'elektromos ablak hátul', 'elektromos tükör', 'fűthető tükör', 'könnyűfém felni', 'színezett üveg', 'rádió', 'GPS (navigáció)', 'bluetooth-os kihangosító', 'USB csatlakozó', 'AUX csatlakozó', 'MP3 lejátszás', 'távirányító', 'érintőkijelző', '2 DIN', '4 hangszóró', 'első tulajdonostól', 'garanciális', 'Magyarországon újonnan üzembe helyezett', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv', '40%-tól elvihető'];2011 Budakalász, József Attila u. 77. ;;Személyautó;DACIA;2018.07.18;;;;109.0;Manuális;6.0;Nincs;DUSTER;Sötétbarna(metál);UU1HSDJ9G57550607;40%-tólelvihető;Sötétszürke;1959600;84hónap;;;;;;;;;;;;;;;;;;;-474 days +05:28:37.661634000;987 days 05:28:37.653341000
13185914;549000.0;1701.0;2004.11.01;Normál;Sedan;133138.0;5.0;4.0;1050.0;1535.0;510liter;;Benzin;1390.0;55kW,75LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2018.11.01;165/80R14;MAGYARORSZÁGI, 1 TULAJOS, GARANTÁLT KM, SZERVIZKÖNYV, 2 DB GYÁRI KULCS!;['ülésmagasság állítás', 'vezetőoldali légzsák', 'hátsó fejtámlák', 'állítható kormány', 'indításgátló (immobiliser)', 'centrálzár', 'szervokormány', 'színezett üveg', 'CD-s autórádió', 'azonnal elvihető', 'első tulajdonostól', 'keveset futott', 'Magyarországon újonnan üzembe helyezett', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv', 'törzskönyv', '20%-tól elvihető'];Zalaegerszeg, Hock János út 98/A;;Személyautó;DACIA;2018.07.18;;;;75.0;Manuális;5.0;Nincs;LOGAN;Zöld(metál);;20%-tólelvihető;;;;;;;;;;;;;;;;;;;;;;-5008 days +05:28:37.661634000;105 days 05:28:37.653341000
13186102;1199000.0;3714.0;2007.04.01;Megkímélt;Kombi;122000.0;5.0;5.0;1195.0;1770.0;700liter;Manuálisklíma;Benzin;1598.0;77kW,105LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2020.07.01;185/65R15;-122.000. GARANTÁLT KM FUTÁS - VÉGIG VEZETETT SZERVIZKÖNYVVEL RENDELKEZŐ KÜLÖNÖSEN MEGKÍMÉLT, TELJESEN ÚJSZERŰ MŰSZAKI- ÉS SZÉP, HIBÁTLAN ESZTÉTIKAI ÁLLAPOTBAN LÉVŐ DACIA LOGAN MCV 1.6 BENZIN ELADÓ! A jármű felszereltsége: LAUREATE, vagyis a legmagasabb k;['dönthető utasülések', 'plüss kárpit', 'ülésmagasság állítás', 'deréktámasz', 'ISOFIX rendszer', 'kikapcsolható légzsák', 'oldallégzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'hátsó fejtámlák', 'állítható kormány', 'fedélzeti komputer', 'pótkerék', 'ködlámpa', 'fényszóró magasságállítás', 'elektromos ablak elöl', 'elektromos tükör', 'fűthető tükör', 'színezett üveg', 'ABS (blokkolásgátló)', 'ASR (kipörgésgátló)', 'indításgátló (immobiliser)', 'fékasszisztens', 'centrálzár', 'riasztó', 'szervokormány', 'CD-s autórádió', '6 hangszóró', 'autóbeszámítás lehetséges', 'keveset futott', 'második tulajdonostól', 'rendszeresen karbantartott', 'szervizkönyv'];1106 Budapest Fehér út 9-11. IV. Kapu ;;Személyautó;DACIA;2018.07.18;;;;105.0;Manuális;5.0;Nincs;LOGAN;Ezüst(metál);UU1KSDAM537328438;;Fekete;;;Szürke;;;;;;;;;;;;;;;;;;-4127 days +05:28:37.661634000;713 days 05:28:37.653341000
13186623;549000.0;1701.0;2007.11.01;Normál;Kombi;121000.0;5.0;5.0;1165.0;1740.0;700liter;Manuálisklíma;Benzin;1598.0;64kW,87LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Forgalomból ideiglenesen kivont, külföldi okmányokkal;;185/65R15;Budapesten osztrák papírokkal eladó.;['ABS (blokkolásgátló)', 'centrálzár', 'szervokormány', 'utasoldali légzsák', 'vezetőoldali légzsák', 'állítható kormány', 'elektromos ablak elöl', 'színezett üveg'];1214 budapest körtefa u 2;;Személyautó;DACIA;2018.07.18;;;;87.0;Manuális;5.0;Nincs;LOGAN;Fehér;;;;;;;;;;;;;;;;;;;;;;;;-3913 days +05:28:37.661634000;
13187204;390000.0;1208.0;2007.03.01;Normál;Kombi;401200.0;5.0;5.0;1205.0;1796.0;700liter;Manuálisklíma;Dízel;1461.0;50kW,68LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2019.02.01;185/65R15;Eladó a képeken látható Dacia Logan MCV jobb hátulja sérült. Munkásautónak volt használva motorja hidegen kicsit füstöl.;['elektromos ablak elöl', 'vonóhorog'];Szolnok (5000);;Személyautó;DACIA;2018.07.18;;;;68.0;Manuális;5.0;Nincs;LOGAN;;;;;;;;;;;;;;;;;;;;;;;;;-4158 days +05:28:37.661634000;197 days 05:28:37.653341000
13187416;1280000.0;3965.0;2008.11.01;Normál;Kombi;218319.0;7.0;5.0;1245.0;1840.0;198liter;Manuálisklíma;Benzin;1598.0;77kW,105LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2020.07.01;185/65R15;Nincs;['állítható hátsó ülések', 'dönthető utasülések', 'ülésmagasság állítás', 'deréktámasz', 'utasoldali légzsák', 'vezetőoldali légzsák', 'hátsó fejtámlák', 'állítható kormány', 'fedélzeti komputer', 'pótkerék', 'ködlámpa', 'fényszóró magasságállítás', 'elektromos ablak elöl', 'elektromos tükör', 'fűthető tükör', 'színezett üveg', 'vonóhorog', 'ABS (blokkolásgátló)', 'ESP (menetstabilizátor)', 'indításgátló (immobiliser)', 'centrálzár', 'szervokormány', 'rádió', 'CD-s autórádió', '6 hangszóró', 'garázsban tartott', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv'];Telefonon egyeztetett helyszínen;;Személyautó;DACIA;2018.07.18;;;;105.0;Manuális;5.0;Nincs;LOGAN;;;;;;;Világosszürke;;;;;;;;;;;;;;;;;;-3547 days +05:28:37.661634000;713 days 05:28:37.653341000
13187604;1050000.0;3252.0;2008.07.01;Kitűnő;Kombi;190000.0;5.0;5.0;1240.0;1740.0;700liter;Manuálisklíma;Benzin;1390.0;55kW,75LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2020.08.01;185/65R15;KLIMA! ABS! FRISS MÜSZAKIVAL! Az eladott autokra igény szerint vállalunk biztositás kötést okmányirodai ügyintézést. a nyitvatartási idön felül elözetes telefonos egyeztetés után hétköznap és hétvégén is este 8óráig állunk rendelkezésre leendö ügyfeleink részére.;['plüss kárpit', 'ISOFIX rendszer', 'kikapcsolható légzsák', 'oldallégzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'állítható kormány', 'fedélzeti komputer', 'pótkerék', 'fényszóró magasságállítás', 'elektromos ablak elöl', 'színezett üveg', 'ABS (blokkolásgátló)', 'ASR (kipörgésgátló)', 'indításgátló (immobiliser)', 'centrálzár', 'szervokormány', '4 hangszóró', 'autóbeszámítás lehetséges', 'azonnal elvihető', 'első tulajdonostól', 'frissen szervizelt', 'garázsban tartott', 'hölgy tulajdonostól', 'motorbeszámítás lehetséges', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv', 'törzskönyv', '40%-tól elvihető'];KAPOSVÁR SONEPAR VILLAMOSSÁGI ÜZLET MELLETT!!;Kaposvár;Személyautó;DACIA;2018.07.18;;;;75.0;Manuális;5.0;Nincs;LOGAN;Sötétkék;;40%-tólelvihető;Sötétszürke;450000;60hónap;Kék;;;Lemeztető;;;;;;;;;;;;;;;-3670 days +05:28:37.661634000;744 days 05:28:37.653341000
13187936;2770000.0;8580.0;2012.05.01;Megkímélt;Várositerepjáró(crossover);71100.0;5.0;5.0;1160.0;1710.0;475liter;Manuálisklíma;Benzin;1598.0;77kW,105LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2019.05.01;215/65R16;Nincs;['állítható hátsó ülések', 'bőr belső', 'dönthető utasülések', 'ülésmagasság állítás', 'multifunkciós kormánykerék', 'oldallégzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'hátsó fejtámlák', 'állítható kormány', 'fedélzeti komputer', 'ABS (blokkolásgátló)', 'centrálzár', 'szervokormány', 'tempomat', 'ködlámpa', 'fényszóró magasságállítás', 'elektromos ablak elöl', 'elektromos ablak hátul', 'elektromos tükör', 'színezett üveg', 'vonóhorog', 'CD-s autórádió', 'bluetooth-os kihangosító', '1 DIN', '6 hangszóró', 'garázsban tartott', 'keveset futott', 'második tulajdonostól', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv', 'törzskönyv'];Pápa Külső-Győri út 19.;;Személyautó;DACIA;2018.07.18;;;;105.0;Manuális;5.0;Nincs;DUSTER;Fekete(metál);;;;;;;;;;;;;;;;;;;;;;;;-2270 days +05:28:37.661634000;286 days 05:28:37.653341000
13188486;1490000.0;4615.0;2009.10.01;Kitűnő;Kombi;149500.0;7.0;5.0;1195.0;1810.0;198liter;Manuálisklíma;Benzin;1598.0;64kW,87LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2020.07.01;185/65R15;GARANTÁLT, LEINFORMÁLHATÓ FUTÁSTELJESÍTMÉNY! KLÍMA, ABS ÉS MÉG SZÁMTALAN EXTRA! SZERVIZPARTNERÜNKNÉL DÍJMENTES MŰSZERES ÁTVIZSGÁLÁST BIZTOSÍTUNK, MELYRŐL TÖBB MINT 25 PONTOS ÁLLAPOTLAPOT KÉSZÍTÜNK ÖNNEK! FIX HAVI TÖRLESZTÉSŰ LÍZING KONSTRUKCIÓK CASCÓVAL, VAGY CASCO NÉLKÜL, AKÁR HITELFEDEZETI BIZTOSÍTÁSSAL! A GÉPKOCSI PONTOS FELSZERELTSÉGÉRŐL ÉS ÁLTALÁNOS ÁLLAPOTÁRÓL, PARAMÉTEREIRŐL KÉRJÜK A HELYSZÍNEN SZEMÉLYESEN GYŐZŐDJÖN MEG. KERESSE A FASTBACK KFT-ÉT A BALOLDALI TELEPEN A VII-ES KAPUNÁL!;['állítható hátsó ülések', 'dönthető utasülések', 'ülésmagasság állítás', 'deréktámasz', 'ISOFIX rendszer', 'oldallégzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'hátsó fejtámlák', 'állítható kormány', 'ABS (blokkolásgátló)', 'centrálzár', 'szervokormány', 'fényszóró magasságállítás', 'elektromos ablak elöl', 'CD-s autórádió', 'autóbeszámítás lehetséges', 'azonnal elvihető', 'garanciális', 'garázsban tartott', 'keveset futott', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv', '20%-tól elvihető'];1106 BUDAPEST FEHÉR út 9-11.;;Személyautó;DACIA;2018.07.18;;;;87.0;Manuális;5.0;Nincs;LOGAN;Ezüst(metál);;20%-tólelvihető;;298000;84hónap;;;;;;;;;;;;;;;;;;;-3213 days +05:28:37.661634000;713 days 05:28:37.653341000
13189338;3480000.0;10779.0;2015.01.01;Kitűnő;Várositerepjáró(crossover);115000.0;5.0;5.0;1395.0;1875.0;408liter;Manuálisklíma;Dízel;1461.0;80kW,109LE;Soros;Összkerék;Manuális(6fokozatú)sebességváltó;Érvényes magyar okmányokkal;2019.01.01;215/65R16;Nincs;['fűthető ülés', 'függönylégzsák', 'kikapcsolható légzsák', 'oldallégzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'állítható kormány', 'fedélzeti komputer', 'tolatóradar', 'ABS (blokkolásgátló)', 'guminyomás-ellenőrző rendszer', 'centrálzár', 'szervokormány', 'tempomat', 'pótkerék', 'ködlámpa', 'fényszóró magasságállítás', 'elektromos ablak elöl', 'elektromos ablak hátul', 'könnyűfém felni', 'színezett üveg', 'vonóhorog', 'rádió', 'GPS (navigáció)', 'bluetooth-os kihangosító', 'iPhone/iPod csatlakozó', 'USB csatlakozó', 'AUX csatlakozó', 'MP3 lejátszás', 'érintőkijelző', '2 DIN', '6 hangszóró', 'HIFI', 'frissen szervizelt', 'Magyarországon újonnan üzembe helyezett', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv'];telefonon egyeztetett helyen;;Személyautó;DACIA;2018.07.18;;;;109.0;Manuális;6.0;Nincs;DUSTER;Sötétszürke(metál);;;Fekete;;;;;;;;;;;;;;;;;;;;;-1295 days +05:28:37.661634000;166 days 05:28:37.653341000
13189625;1790000.0;5545.0;2011.07.01;Normál;Kombi;191500.0;7.0;5.0;1255.0;1870.0;198liter;Manuálisklíma;Dízel;1461.0;65kW,88LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2019.07.01;185/65R15;Nincs;['ködlámpa', 'elektromos ablak elöl', 'elektromos tükör', 'fűthető tükör', 'kikapcsolható légzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'állítható kormány', 'fedélzeti komputer', 'centrálzár', 'szervokormány', 'részecskeszűrő', 'első tulajdonostól', 'frissen szervizelt', 'Magyarországon újonnan üzembe helyezett', 'rendszeresen karbantartott', 'törzskönyv'];Révfülöp (8253);;Személyautó;DACIA;2018.07.18;;;;88.0;Manuális;5.0;Nincs;LOGAN;Bordó;;;Fekete;;;;;;;;;;;;;;;;;;;;;-2575 days +05:28:37.661634000;347 days 05:28:37.653341000
13191047;2390000.0;7403.0;2012.08.01;Újszerű;Várositerepjáró(crossover);90000.0;5.0;5.0;1171.0;1721.0;475liter;Manuálisklíma;Benzin;1598.0;77kW,105LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2020.07.01;215/65R16;Dacia Duster 1, 6 Első Tulaj! Gyári Fényezés! Vezetett szervizkönyv, végig ott ahol vették, 10 ezer km-enként! Az autó kívül, belül karcmentes újszerű állapotú. Klima, ABS, E. ablakok, Táv. k. zár, 4 légzsák, Bőrkormány, Ülésmagasság állítás, Cd/Aux/Mp3,;['állítható hátsó ülések', 'dönthető utasülések', 'ülésmagasság állítás', 'középső kartámasz', 'ISOFIX rendszer', 'oldallégzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'hátsó fejtámlák', 'állítható kormány', 'fedélzeti komputer', 'pótkerék', 'fényszóró magasságállítás', 'elektromos ablak elöl', 'elektromos tükör', 'fűthető tükör', 'színezett üveg', 'ABS (blokkolásgátló)', 'centrálzár', 'riasztó', 'szervokormány', 'MP4 lejátszás', 'első tulajdonostól', 'garázsban tartott', 'keveset futott', 'Magyarországon újonnan üzembe helyezett', 'szervizkönyv', 'törzskönyv'];Telefonon egyeztetett helyszínen;;Személyautó;DACIA;2018.07.18;;;;105.0;Manuális;5.0;Nincs;DUSTER;;;;;;;;;;;;;;;;;;;;;;;;;-2178 days +05:28:37.661634000;713 days 05:28:37.653341000
13192639;1849000.0;5727.0;2012.04.01;Normál;Kombi;141323.0;5.0;5.0;1240.0;1740.0;700liter;Manuálisklíma;Benzin;1598.0;62kW,84LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2020.07.01;185/65R15;Eladó a képen látható Dacia Logan. ALKALMI AJÁNLAT! Csalódásmentes újszerű állapot, megbízható dinamikus benzin motor, hideg klíma, praktikus csomagtér. Kényelmes és biztonságos vezetési élmény! Külsős műhelyben történő állapotfelmérésre van lehetőség! Jöjjön hozzánk bizalommal és tekintse meg további járműveinket. Autóbeszámítás-Hitelügyintézés;['pótkerék', 'ködlámpa', 'ABS (blokkolásgátló)', 'indításgátló (immobiliser)', 'centrálzár', 'szervokormány', 'kikapcsolható légzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'hátsó fejtámlák', 'CD-s autórádió', 'bluetooth-os kihangosító', 'AUX csatlakozó', '4 hangszóró', 'autóbeszámítás lehetséges', 'azonnal elvihető', 'keveset futott', 'nem dohányzó', 'rendszeresen karbantartott', 'törzskönyv', '20%-tól elvihető'];1144 Budapest,Szentmihályi út 2-4.(Zugló);Budaörs;Személyautó;DACIA;2018.07.18;;;;84.0;Manuális;5.0;Nincs;LOGAN;Fehér;;20%-tólelvihető;Fekete;;;;;;;;;;;;;;;;;;;;;-2300 days +05:28:37.661634000;713 days 05:28:37.653341000
13192969;410000.0;1270.0;2005.07.01;Normál;Sedan;501000.0;5.0;4.0;1050.0;1535.0;510liter;;Benzin/Gáz;1390.0;55kW,75LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2018.07.01;165/80R14;km futását meghazudtoló műszaki állapotú autó, kiváló motorral, kifogástalan gáz- rendszerrel. Készpénzes autó felvásárlás, helyszíni biztosítás kötés, csere, autó beszámítás. Kérjük tekintse meg további járműveinket.;['fűthető ülés', 'plüss kárpit', 'hátsó oldal légzsák', 'vezetőoldali légzsák', 'hátsó fejtámlák', 'állítható kormány', 'pótkerék', 'fűthető szélvédő', 'színezett üveg', 'vonóhorog', 'ABS (blokkolásgátló)', 'indításgátló (immobiliser)', 'szervokormány', 'autóbeszámítás lehetséges', 'azonnal elvihető', 'rendszeresen karbantartott', 'törzskönyv'];Debrecen, Határ út- 4. számú főút kereszteződése;Debrecen;Személyautó;DACIA;2018.07.18;;;;75.0;Manuális;5.0;Nincs;LOGAN;Piros;;;Szürke;;;;;;;;;;;;;;;;;;;;;-4766 days +05:28:37.661634000;-18 days +05:28:37.653341000
13193059;499000.0;1546.0;2006.07.01;Normál;Sedan;187714.0;5.0;4.0;1050.0;1535.0;510liter;Manuálisklíma;Benzin;1390.0;55kW,75LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2019.10.01;165/80R14;Eladó lett ez a mindössze 2 évig taxizott Logan! 1.4 benzin motor, rém egyszerű! Fogyasztása rendkívül jó, mivel nincs 1 tonna az autó saját tömege! Minden működik rajta! Műszakielőtt, fékek illetve olaj lett cserélve! Az autóink kipróbálására, valamint előre egyeztetett időpontban szervizben történő átvizsgálásra lehetőség van. Autóbeszámítás (kortól függetlenül, öreg-, fiatal-, keleti-, nyugati autó). Autófinanszírozás (akár előzetes hitelkonstrukcióval). Csere-, Készpénzes autófelvásárlás-, Bizományos értékesítés tárolási díj nélkül. Amennyiben nem szeretne autójának eladásával foglalkozni, vagy egyszerűen csak nincs ideje mutogatni, próba körözni, hozza be hozzánk és bízza ránk autójának eladását. Teljes körű átírást-, honosítást- és hitelügyintézést is vállalunk. Megközelíthetőség: Autóval az M0 maglódi lehajtótól 5 perc a város felé, a HOME centert elhagyva jobbra (Pesti út 226. -Csordás utca sarok). Autóval az Örs vezér terétől a Keresztúri úton, vagy a Jászberényi úton a telepig 10 perc, Tömegközlekedéssel: 161, 97E, 202E, 198, 162, 169E, 46, 195, 201E, 262 busz Rákoskeresztúr központ, onnan sétával Pesti úton 5 perc. Közvetlenül a kereskedés előtt megálló buszok: 97E, 201E, 161 Mezőtárkány utcai megálló. Nyitva tartás: H-P: 09:00-18:00 Szombat: 09:00-14:00 Vasárnap: Zárva. Gépjármű kifizetés vagy foglalózás esetén más egyeztetett időpontban is. Hirdetéseinkben az esetleges adminisztrációs hibákért elnézést kérünk.;['tolatóradar', 'ABS (blokkolásgátló)', 'indításgátló (immobiliser)', 'centrálzár', 'szervokormány', 'pótkerék', 'színezett üveg', 'vonóhorog', 'utasoldali légzsák', 'vezetőoldali légzsák', 'hátsó fejtámlák', 'fedélzeti komputer', 'CD-s autórádió', '1 DIN', '4 hangszóró', 'autóbeszámítás lehetséges', 'azonnal elvihető', 'frissen szervizelt', 'keveset futott', 'Magyarországon újonnan üzembe helyezett', 'második tulajdonostól', 'nem dohányzó', 'rendszeresen karbantartott', 'taxi', 'törzskönyv'];1173 Budapest, Pesti út 226 (Csordás utca sarok);Budapest;Személyautó;DACIA;2018.07.18;;;;75.0;Manuális;5.0;Nincs;LOGAN;;;;;;;;;;;;;;;;;;;;;;;;;-4401 days +05:28:37.661634000;439 days 05:28:37.653341000
13193114;3490000.0;11243.0;2014.07.01;Kitűnő;Várositerepjáró(crossover);86211.0;5.0;5.0;1325.0;1875.0;408liter;Manuálisklíma;Dízel;1461.0;80kW,109LE;Soros;Összkerék;Manuális(6fokozatú)sebességváltó;Érvényes magyar okmányokkal;2020.01.01;215/65R16;A képeken is látható rendkívül szép autó, igényes tulajdonostól, korrekt műszaki állapotban, klímával, vonóhoroggal, BT-kihangosítóval, könnyűfém felnivel, kapcsolható 4 kerék meghajtással, Magyarországon forgalomba helyezve. 5 év gyári garanciával! Leinformálható szerviztörténet, vásárlás előtti átvizsgálás lehetőségét biztosítjuk. Teljes körű átírással kapcsolatos ügyintézés, biztosítás kötés helyben, irodánkban.;['dönthető utasülések', 'ülésmagasság állítás', 'középső kartámasz', 'függönylégzsák', 'ISOFIX rendszer', 'kikapcsolható légzsák', 'oldallégzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'hátsó fejtámlák', 'állítható kormány', 'fedélzeti komputer', 'tolatóradar', 'ABS (blokkolásgátló)', 'ASR (kipörgésgátló)', 'ESP (menetstabilizátor)', 'indításgátló (immobiliser)', 'centrálzár', 'szervokormány', 'pótkerék', 'ködlámpa', 'fényszóró magasságállítás', 'elektromos ablak elöl', 'elektromos tükör', 'könnyűfém felni', 'színezett üveg', 'vonóhorog', 'CD-s autórádió', 'bluetooth-os kihangosító', 'USB csatlakozó', 'AUX csatlakozó', 'MP3 lejátszás', '4 hangszóró', 'autóbeszámítás lehetséges', 'első tulajdonostól', 'keveset futott', 'Magyarországon újonnan üzembe helyezett', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv', '20%-tól elvihető'];Székesfehérvár, Sárkeresztúri út 75.;;Személyautó;DACIA;2018.07.18;;;;109.0;Manuális;6.0;Nincs;DUSTER;Szürke(metál);Kérésremegadjuk.;20%-tólelvihető;;;;;;;;;;;;;;;;;;;;;;-1479 days +05:28:37.661634000;531 days 05:28:37.653341000
